Time,Junction 1,Big Roundabout,Junction 2,Junction 3,Junction 4,Junction 5
50877,0,3,3,5,1,3
50878,0,2,4,4,1,2
50879,0,2,3,4,1,2
50880,0,2,3,4,1,1
50881,0,2,4,4,1,1
50882,0,1,4,5,1,1
50883,0,1,5,5,0,1
50884,0,1,4,5,1,1
50885,0,1,4,5,1,0
50886,0,2,4,4,1,0
50887,0,2,5,4,1,1
50888,0,2,3,3,2,1
50889,0,3,4,3,2,3
50890,0,3,5,3,3,3
50891,0,4,5,3,3,3
50892,1,4,3,3,2,3
50893,1,4,5,3,2,2
50894,1,4,4,2,2,2
50895,1,4,4,3,2,1
50896,1,4,5,3,2,1
50897,1,3,4,3,2,1
50898,1,3,4,3,2,1
50899,1,3,4,3,2,1
50900,1,3,4,3,1,1
50901,1,3,3,2,1,2
50902,1,3,4,2,1,3
50903,0,2,4,2,1,2
50904,0,2,4,2,1,2
50905,0,2,3,2,1,2
50906,1,2,2,3,1,2
50907,1,1,2,4,1,2
50908,1,2,2,4,0,3
50909,1,1,2,4,0,3
50910,1,2,3,5,0,2
50911,1,3,4,4,0,2
50912,1,3,3,4,0,0
50913,1,3,4,6,0,1
50914,0,3,3,6,0,3
50915,0,3,4,5,0,4
50916,0,3,3,6,0,5
50917,0,3,3,5,0,6
50918,1,3,3,6,0,7
50919,1,3,3,6,0,7
50920,1,2,3,5,1,8
50921,1,2,3,5,1,5
50922,1,1,3,4,1,5
50923,1,1,3,3,1,4
50924,1,1,2,3,1,5
50925,1,1,2,4,1,4
50926,0,1,3,6,1,3
50927,0,0,2,7,1,2
50928,1,0,3,6,0,2
50929,0,0,3,6,0,0
50930,1,0,4,6,0,0
50931,1,0,4,6,0,0
50932,1,0,3,5,0,0
50933,1,0,3,5,1,1
50934,1,0,4,6,1,2
50935,1,0,4,6,2,2
50936,1,0,4,6,1,3
50937,1,0,4,6,2,3
50938,1,0,4,6,2,5
50939,2,0,4,7,3,5
50940,2,1,4,6,3,3
50941,2,1,4,6,3,2
50942,2,1,5,6,3,3
50943,2,2,5,6,3,3
50944,2,2,5,5,3,3
50945,2,2,4,6,3,2
50946,2,2,4,6,3,2
50947,1,2,4,6,2,4
50948,1,2,4,7,2,2
50949,0,2,4,7,2,2
50950,0,2,3,6,1,4
50951,1,3,3,6,1,3
50952,1,3,3,6,0,3
50953,1,4,2,6,0,3
50954,1,3,2,5,1,2
50955,1,3,3,5,1,2
50956,1,3,3,6,2,2
50957,2,3,3,5,2,2
50958,1,2,3,6,2,3
50959,1,2,3,7,2,3
50960,1,3,2,7,2,3
50961,1,3,3,6,2,2
50962,1,1,3,7,2,3
50963,1,2,3,7,1,2
50964,1,2,3,7,1,1
50965,1,3,4,6,0,2
50966,1,3,3,8,0,2
50967,1,3,3,7,0,2
50968,1,3,2,7,0,2
50969,1,3,2,7,0,3
50970,1,3,2,7,1,2
50971,1,3,1,6,2,3
50972,1,3,2,7,2,1
50973,1,3,2,7,3,1
50974,1,3,2,7,2,1
50975,0,3,1,7,2,1
50976,0,3,1,7,2,2
50977,0,4,1,7,2,3
50978,0,4,1,6,2,5
50979,0,3,2,6,1,6
50980,0,3,2,6,1,6
50981,0,3,3,5,1,5
50982,0,3,2,6,1,6
50983,0,3,3,6,1,5
50984,0,3,3,6,1,5
50985,0,4,3,7,1,3
50986,0,4,3,6,1,3
50987,0,3,4,6,1,3
50988,0,3,4,6,1,3
50989,0,3,4,4,1,2
50990,0,3,4,5,1,3
50991,0,2,4,4,1,2
50992,0,3,3,4,0,2
50993,0,2,4,4,0,2
50994,0,1,3,4,0,2
50995,0,3,3,5,0,3
50996,0,3,3,5,1,3
50997,0,3,2,5,1,1
50998,0,3,2,4,1,1
50999,0,4,2,5,1,2
51000,0,4,2,4,1,3
51001,0,6,2,4,1,3
51002,1,6,2,4,1,3
51003,1,6,3,5,2,4
51004,1,5,3,5,1,4
51005,1,5,3,4,1,4
51006,1,5,4,4,1,3
51007,1,4,3,4,1,3
51008,1,4,5,3,1,4
51009,1,4,5,5,1,3
51010,1,3,5,5,1,4
51011,1,3,5,5,1,3
51012,0,3,5,4,1,2
51013,0,3,5,5,1,3
51014,0,3,5,5,1,5
51015,0,2,5,4,1,4
51016,0,1,4,5,1,4
51017,0,2,4,5,1,5
51018,0,1,4,5,2,2
51019,0,2,3,6,2,3
51020,0,2,4,4,2,5
51021,0,2,4,4,2,4
51022,0,3,4,4,3,2
51023,0,3,4,4,3,3
51024,0,3,5,3,3,2
51025,0,4,4,3,3,3
51026,0,4,5,3,2,3
51027,0,4,5,2,3,1
51028,0,4,4,3,3,2
51029,0,4,4,3,3,1
51030,0,4,5,4,3,3
51031,0,4,5,4,3,2
51032,0,6,5,5,3,2
51033,0,5,4,4,3,3
51034,0,5,5,4,3,2
51035,0,5,3,4,4,3
51036,0,5,3,4,4,4
51037,0,6,3,4,4,3
51038,0,6,4,3,4,5
51039,0,6,3,3,4,5
51040,0,6,3,3,2,5
51041,0,8,3,3,2,5
51042,0,8,3,4,2,4
51043,0,9,4,4,2,4
51044,0,9,2,5,2,5
51045,0,9,3,5,1,4
51046,0,8,3,5,0,4
51047,0,9,3,4,0,5
51048,0,9,3,4,0,5
51049,0,8,2,4,0,4
51050,0,8,3,4,0,7
51051,0,8,3,4,0,6
51052,0,8,3,4,1,5
51053,0,7,3,4,1,5
51054,0,6,3,4,1,4
51055,0,6,3,4,1,3
51056,0,6,2,3,1,3
51057,0,6,1,3,2,5
51058,0,7,2,3,2,6
51059,0,7,2,3,2,6
51060,0,7,2,3,1,6
51061,0,6,1,2,0,4
51062,0,6,1,2,0,5
51063,0,6,1,2,0,5
51064,0,6,1,3,0,2
51065,1,7,1,3,1,2
51066,1,6,2,2,1,2
51067,1,6,2,2,2,2
51068,1,6,1,2,2,1
51069,1,8,1,2,2,3
51070,1,7,1,2,2,3
51071,1,7,2,2,2,2
51072,1,7,2,2,2,1
51073,1,7,3,2,2,2
51074,0,7,3,1,2,3
51075,0,6,4,2,2,3
51076,0,6,4,3,2,3
51077,0,5,4,3,1,3
51078,0,5,3,2,1,3
51079,0,5,3,3,2,3
51080,0,5,3,3,3,4
51081,0,6,3,3,2,3
51082,0,6,3,3,3,3
51083,0,5,2,2,3,3
51084,0,5,2,2,3,1
51085,0,5,2,2,3,0
51086,0,5,2,2,3,1
51087,0,5,1,2,3,1
51088,0,3,1,1,2,1
51089,0,3,1,1,1,3
51090,0,2,1,1,0,3
51091,0,3,1,0,1,3
51092,0,4,2,0,1,2
51093,0,4,2,1,2,1
51094,0,3,3,2,2,1
51095,0,3,4,2,2,1
51096,0,4,3,2,2,1
51097,0,3,3,2,2,1
51098,0,3,3,3,2,0
51099,0,4,4,3,2,1
51100,0,4,4,2,1,1
51101,0,4,3,2,1,2
51102,0,4,3,2,0,2
51103,1,4,2,1,0,2
51104,1,4,3,1,1,2
51105,1,3,3,2,1,2
51106,1,3,2,2,2,2
51107,0,3,2,1,2,3
51108,0,4,3,2,2,1
51109,0,5,2,2,2,2
51110,0,5,2,3,2,2
51111,0,5,2,4,2,2
51112,0,5,2,4,2,2
51113,0,5,2,3,1,4
51114,0,4,2,3,0,3
51115,0,4,2,3,0,3
51116,0,3,2,2,0,1
51117,0,3,1,3,0,1
51118,0,3,1,2,0,1
51119,0,4,1,2,1,2
51120,0,4,1,3,1,3
51121,0,4,1,3,1,3
51122,0,4,0,3,1,4
51123,0,4,0,3,1,3
51124,0,4,0,2,1,3
51125,0,3,0,2,1,3
51126,0,3,0,1,2,3
51127,0,3,0,2,2,3
51128,0,4,1,2,3,3
51129,0,5,1,2,2,3
51130,0,5,1,2,2,2
51131,0,5,1,1,2,2
51132,0,4,1,1,2,2
51133,0,4,1,2,2,2
51134,0,3,1,1,2,1
51135,0,3,2,1,1,2
51136,1,1,4,1,1,2
51137,1,2,3,1,1,3
51138,2,2,3,1,0,4
51139,2,2,3,1,1,2
51140,2,2,3,1,1,5
51141,2,2,3,2,2,5
51142,2,2,3,2,2,4
51143,2,3,3,2,2,4
51144,3,3,2,3,2,3
51145,3,2,2,3,2,2
51146,2,2,2,2,2,1
51147,2,2,1,3,1,1
51148,2,3,1,3,1,3
51149,3,5,1,4,0,4
51150,2,5,1,4,0,4
51151,2,5,1,3,0,2
51152,2,5,1,3,1,2
51153,2,5,2,3,1,3
51154,1,4,2,3,2,3
51155,1,5,3,4,2,2
51156,1,4,3,4,2,4
51157,1,4,2,4,2,3
51158,1,5,2,4,2,4
51159,1,5,2,4,2,3
51160,0,3,2,5,3,3
51161,0,4,3,4,2,4
51162,0,4,3,2,2,3
51163,0,4,3,2,1,1
51164,0,4,2,1,1,2
51165,0,4,2,1,1,1
51166,0,4,2,1,1,1
51167,0,4,3,1,2,2
51168,0,4,3,2,1,1
51169,0,3,4,1,0,2
51170,0,3,4,0,0,1
51171,0,4,3,0,1,1
51172,0,3,3,0,1,0
51173,0,2,3,0,1,0
51174,0,3,3,0,2,0
51175,0,3,3,0,2,0
51176,1,3,3,0,1,1
51177,1,4,4,1,1,1
51178,1,4,4,1,1,2
51179,1,4,4,2,1,2
51180,2,4,3,2,1,3
51181,1,4,4,2,1,3
51182,1,4,4,3,1,2
51183,1,4,4,3,1,3
51184,0,4,4,3,1,3
51185,0,3,4,4,1,4
51186,0,4,4,6,1,4
51187,0,3,4,6,1,3
51188,0,3,3,4,0,3
51189,0,2,3,4,1,3
51190,0,2,3,4,1,3
51191,0,2,3,5,1,3
51192,0,2,2,5,1,4
51193,0,2,2,6,1,4
51194,0,2,1,6,1,2
51195,0,2,0,6,1,3
51196,0,2,0,6,1,2
51197,1,2,0,8,1,1
51198,1,1,0,7,1,1
51199,1,1,1,8,1,0
51200,1,2,2,9,1,0
51201,1,2,2,9,1,0
51202,1,2,3,8,2,0
51203,1,2,3,8,3,0
51204,1,2,3,9,2,0
51205,1,3,3,10,2,1
51206,1,3,3,10,2,2
51207,1,2,3,11,2,2
51208,1,2,3,10,2,2
51209,0,3,2,10,3,3
51210,0,3,2,9,3,3
51211,0,2,1,8,3,3
51212,0,3,2,8,3,3
51213,0,3,2,7,3,4
51214,0,3,3,7,3,3
51215,0,3,4,7,3,2
51216,0,3,4,7,3,2
51217,0,3,4,6,3,2
51218,0,3,4,6,2,1
51219,0,3,4,5,2,2
51220,0,3,6,5,2,3
51221,0,3,6,4,2,4
51222,0,2,6,4,1,3
51223,0,2,6,3,1,3
51224,0,2,6,3,1,3
51225,0,2,5,3,2,3
51226,0,2,4,3,2,4
51227,0,2,3,4,2,4
51228,0,2,2,3,1,1
51229,0,1,2,4,1,1
51230,0,2,2,4,1,1
51231,0,2,1,4,1,1
51232,0,2,2,5,3,1
51233,0,3,2,4,3,2
51234,0,3,3,4,3,2
51235,0,3,2,4,2,1
51236,0,3,2,5,2,1
51237,0,4,2,5,2,3
51238,1,4,2,4,3,4
51239,0,4,2,3,5,4
51240,0,3,2,3,4,4
51241,0,3,2,3,4,5
51242,0,2,2,2,4,4
51243,0,1,3,3,4,4
51244,0,2,3,3,3,4
51245,0,1,3,1,3,5
51246,0,2,3,1,3,4
51247,0,1,3,1,1,5
51248,0,1,2,0,1,4
51249,0,1,2,0,1,3
51250,0,2,2,1,1,1
51251,0,2,3,1,1,1
51252,0,2,3,2,3,1
51253,1,2,2,3,2,1
51254,1,2,2,3,2,1
51255,1,3,1,4,1,1
51256,1,2,1,4,1,1
51257,1,2,1,5,1,2
51258,0,2,2,5,1,1
51259,1,2,3,5,1,1
51260,1,3,3,5,2,1
51261,1,3,3,4,1,1
51262,1,3,2,4,1,1
51263,1,2,2,3,1,2
51264,1,2,2,3,1,2
51265,1,2,2,3,1,2
51266,2,2,2,3,2,2
51267,2,3,2,2,2,1
51268,1,3,2,1,1,3
51269,1,3,1,1,1,2
51270,1,3,0,1,2,3
51271,2,2,0,1,3,3
51272,2,2,0,0,3,2
51273,2,2,0,0,3,3
51274,2,2,0,0,3,3
51275,2,2,0,0,3,5
51276,2,2,1,0,3,4
51277,2,2,2,0,3,4
51278,1,4,2,0,4,5
51279,2,3,2,0,4,3
51280,1,3,3,1,4,3
51281,1,3,3,1,2,4
51282,1,3,3,1,2,3
51283,0,2,3,1,2,4
51284,0,2,3,1,1,3
51285,0,2,3,1,3,2
51286,0,2,3,1,3,2
51287,0,2,2,2,3,2
51288,0,2,1,2,3,1
51289,0,3,1,1,3,1
51290,0,3,2,1,4,1
51291,0,3,2,2,3,0
51292,0,3,1,2,3,0
51293,0,4,1,2,2,0
51294,0,3,1,3,2,0
51295,0,3,1,3,2,1
51296,0,4,1,3,3,1
51297,1,4,1,3,3,1
51298,1,4,1,3,2,2
51299,1,4,1,3,3,2
51300,1,4,0,4,3,2
51301,1,4,0,3,2,2
51302,1,4,0,3,2,2
51303,0,4,0,3,2,3
51304,0,3,0,4,1,3
51305,1,4,0,4,1,4
51306,2,4,0,2,1,4
51307,2,5,0,2,0,3
51308,2,5,0,3,0,2
51309,2,5,0,3,1,2
51310,2,5,0,3,1,1
51311,2,5,0,3,1,2
51312,3,4,0,3,1,2
51313,3,4,0,3,1,2
51314,2,4,0,2,1,0
51315,2,4,0,2,1,0
51316,3,3,1,2,1,0
51317,3,4,1,3,0,0
51318,2,4,1,3,0,0
51319,2,3,1,2,0,0
51320,3,3,1,1,0,1
51321,2,2,1,1,0,1
51322,3,3,2,3,0,1
51323,3,3,2,3,0,1
51324,3,3,2,3,0,0
51325,2,3,3,3,0,0
51326,2,3,3,4,0,1
51327,2,3,3,4,1,1
51328,2,3,3,4,1,1
51329,2,3,2,5,1,1
51330,2,3,3,6,1,1
51331,2,3,3,4,1,1
51332,2,3,3,5,1,1
51333,2,3,3,4,1,0
51334,1,3,2,4,1,0
51335,1,4,1,4,1,1
51336,1,4,1,3,1,2
51337,1,4,1,3,1,2
51338,2,4,1,3,1,3
51339,1,3,1,3,0,2
51340,1,3,0,2,0,3
51341,1,3,0,2,0,2
51342,1,3,0,2,0,3
51343,1,3,1,2,0,3
51344,1,3,1,2,0,2
51345,1,3,2,1,1,2
51346,0,5,2,1,1,2
51347,0,5,2,0,1,3
51348,0,5,3,0,1,3
51349,0,5,3,0,1,2
51350,0,4,3,1,1,2
51351,0,4,4,1,1,3
51352,0,4,4,2,1,3
51353,0,4,3,2,1,3
51354,0,4,3,2,0,3
51355,0,4,3,2,0,2
51356,0,4,3,2,0,2
51357,0,5,3,3,0,1
51358,0,6,4,3,0,1
51359,0,5,4,3,0,1
51360,0,6,4,4,0,1
51361,0,6,4,4,0,0
51362,1,6,3,4,0,1
51363,1,5,3,3,0,1
51364,1,6,3,3,0,1
51365,1,6,3,2,0,2
51366,1,6,2,2,1,4
51367,0,4,2,3,1,3
51368,0,4,2,2,1,4
51369,0,4,1,2,1,4
51370,0,5,1,1,0,3
51371,1,4,0,2,0,5
51372,1,3,0,2,1,3
51373,1,4,0,2,2,3
51374,1,4,0,2,2,3
51375,1,3,1,2,2,2
51376,0,3,2,3,2,4
51377,0,4,3,3,2,5
51378,0,4,3,3,2,6
51379,0,4,4,3,2,6
51380,0,3,4,3,1,6
51381,0,4,4,2,0,5
51382,0,4,4,1,1,5
51383,1,4,4,2,2,5
51384,1,4,4,2,2,4
51385,1,4,4,2,2,4
51386,1,4,4,2,2,4
51387,1,4,5,2,2,4
51388,1,4,5,1,2,3
51389,1,4,4,1,2,2
51390,1,5,4,2,2,2
51391,1,6,5,2,2,2
51392,1,7,7,2,2,2
51393,1,6,6,2,2,2
51394,1,7,7,2,4,1
51395,1,6,6,2,4,2
51396,0,5,7,2,6,1
51397,0,5,8,3,5,2
51398,0,4,7,3,3,2
51399,0,4,7,4,4,2
51400,0,4,8,3,4,2
51401,0,3,7,3,4,3
51402,0,3,6,3,4,1
51403,0,3,5,2,5,1
51404,0,3,5,2,3,3
51405,0,3,5,2,4,3
51406,0,2,6,2,2,3
51407,0,2,6,2,3,6
51408,1,2,7,3,3,4
51409,1,1,6,3,3,4
51410,1,1,6,2,2,3
51411,1,1,5,3,2,3
51412,1,0,5,4,2,4
51413,0,1,5,4,1,4
51414,0,2,5,5,1,1
51415,0,3,4,5,1,1
51416,0,2,4,5,0,1
51417,0,3,5,4,1,1
51418,0,3,4,4,1,1
51419,0,3,4,5,2,2
51420,0,3,4,5,2,2
51421,0,3,3,5,2,3
51422,0,4,4,6,2,2
51423,0,4,4,5,2,3
51424,0,4,3,5,2,3
51425,0,4,3,5,2,2
51426,0,4,5,5,3,3
51427,0,3,6,4,1,3
51428,0,4,5,4,1,4
51429,0,4,5,4,1,3
51430,0,3,5,3,1,2
51431,0,3,4,4,1,3
51432,0,4,4,2,1,2
51433,0,4,4,2,0,3
51434,0,4,5,3,0,2
51435,0,4,4,3,0,3
51436,0,5,4,3,0,4
51437,0,5,4,3,0,3
51438,1,3,4,2,0,2
51439,1,4,3,2,0,2
51440,1,3,3,1,0,3
51441,1,3,2,1,0,2
51442,1,3,2,1,0,4
51443,1,3,1,1,0,4
51444,1,2,1,1,0,5
51445,1,2,1,2,0,4
51446,1,2,0,3,0,2
51447,0,2,0,2,0,2
51448,0,3,1,2,0,2
51449,0,3,2,2,0,2
51450,0,3,2,3,0,1
51451,0,4,3,3,0,3
51452,0,5,3,3,0,4
51453,0,5,4,2,0,4
51454,0,5,4,2,1,5
51455,0,4,4,2,1,5
51456,0,5,4,2,1,5
51457,0,5,5,2,1,5
51458,0,5,4,2,0,5
51459,0,6,4,1,0,5
51460,0,6,3,1,0,5
51461,0,5,3,1,0,2
51462,1,4,3,1,1,3
51463,1,5,2,0,1,4
51464,1,6,3,0,1,4
51465,1,6,2,1,1,2
51466,2,6,2,1,1,2
51467,2,6,2,1,1,3
51468,2,7,1,2,2,4
51469,2,7,1,2,2,3
51470,2,6,1,2,3,3
51471,2,5,1,3,3,5
51472,1,6,1,2,3,5
51473,1,6,2,2,2,5
51474,1,6,1,1,3,4
51475,1,6,2,1,3,3
51476,0,7,2,2,2,4
51477,0,7,2,1,2,4
51478,0,7,2,2,2,4
51479,0,7,2,2,2,4
51480,0,6,2,2,2,2
51481,0,7,3,3,2,3
51482,0,7,3,2,2,3
51483,0,6,3,2,2,3
51484,0,6,4,3,2,4
51485,0,6,4,3,2,3
51486,0,6,4,3,3,3
51487,0,6,5,3,2,3
51488,0,6,5,3,2,1
51489,0,5,4,3,2,2
51490,0,5,3,4,2,1
51491,0,6,4,4,2,1
51492,0,6,4,3,2,1
51493,0,5,4,4,3,1
51494,0,6,3,3,2,1
51495,0,7,2,4,2,0
51496,0,7,3,4,2,0
51497,0,7,3,5,1,0
51498,0,6,4,5,1,2
51499,0,6,4,6,1,3
51500,0,6,4,6,1,3
51501,0,6,4,6,0,3
51502,0,6,4,5,0,3
51503,0,6,3,5,0,4
51504,0,6,4,5,0,4
51505,1,6,5,5,0,3
51506,1,7,5,5,0,3
51507,1,6,3,6,0,4
51508,0,6,3,6,0,3
51509,1,6,4,6,0,3
51510,1,6,3,6,0,2
51511,2,6,3,7,0,2
51512,2,5,3,6,0,2
51513,3,5,3,6,0,2
51514,3,6,3,7,0,2
51515,3,6,2,7,0,2
51516,3,6,2,7,0,4
51517,3,5,2,7,0,4
51518,3,4,3,8,0,4
51519,3,5,3,7,0,4
51520,3,5,2,8,0,4
51521,1,5,2,7,0,4
51522,0,3,2,7,0,3
51523,0,3,3,8,0,3
51524,0,3,3,7,0,1
51525,0,4,3,7,0,2
51526,0,2,3,8,0,2
51527,0,2,5,7,0,4
51528,0,3,5,7,0,3
51529,0,3,4,6,1,3
51530,0,3,5,6,1,4
51531,0,3,7,5,1,3
51532,0,3,8,5,1,4
51533,0,3,7,5,1,3
51534,0,3,6,5,1,2
51535,0,3,7,5,0,2
51536,0,3,7,4,0,2
51537,0,2,7,4,1,1
51538,0,3,7,4,1,2
51539,0,3,6,3,2,2
51540,0,3,7,3,2,2
51541,0,2,6,2,2,2
51542,0,2,7,1,2,3
51543,0,2,6,1,2,3
51544,0,2,5,1,2,3
51545,0,2,5,0,1,2
51546,0,1,6,0,1,4
51547,0,0,5,0,0,4
51548,0,1,6,0,0,5
51549,0,1,5,0,0,4
51550,0,2,5,0,0,2
51551,0,2,4,1,1,2
51552,0,2,3,1,1,4
51553,0,2,3,1,1,5
51554,0,3,2,1,1,6
51555,0,3,1,1,1,8
51556,0,3,2,2,1,7
51557,0,3,2,2,1,7
51558,0,3,1,2,2,7
51559,0,3,1,3,2,7
51560,0,3,1,3,2,6
51561,0,3,1,2,2,6
51562,0,2,1,2,3,6
51563,0,3,1,1,3,5
51564,0,3,1,2,3,4
51565,0,3,1,1,3,4
51566,0,4,1,2,3,5
51567,0,3,1,2,3,5
51568,0,3,1,2,3,4
51569,0,3,1,3,3,3
51570,0,3,2,3,2,3
51571,0,4,2,2,1,2
51572,0,4,3,2,1,2
51573,0,4,3,2,1,2
51574,0,5,4,2,0,1
51575,0,5,3,2,1,1
51576,0,5,3,2,1,1
51577,0,5,3,0,1,1
51578,0,5,3,1,1,1
51579,0,7,4,1,0,1
51580,0,6,4,1,0,1
51581,0,6,5,1,0,2
51582,0,7,4,1,0,2
51583,0,6,5,1,0,2
51584,0,6,5,1,0,2
51585,0,7,4,1,0,3
51586,0,7,4,1,0,4
51587,0,7,4,1,0,4
51588,0,8,4,0,0,4
51589,0,8,5,0,0,3
51590,0,6,5,1,0,3
51591,0,6,4,1,0,4
51592,0,4,4,2,0,3
51593,0,5,3,2,1,5
51594,0,5,3,2,1,4
51595,0,5,3,3,1,2
51596,0,5,3,2,2,3
51597,0,4,2,3,2,3
51598,0,4,2,2,2,2
51599,0,4,2,2,3,2
51600,0,4,1,3,3,2
51601,0,2,1,3,3,2
51602,0,3,1,2,3,2
51603,0,3,2,2,3,3
51604,0,3,1,3,1,2
51605,0,4,1,3,2,3
51606,0,5,1,3,2,5
51607,0,4,2,3,1,4
51608,0,4,3,3,1,4
51609,0,4,3,3,0,3
51610,0,4,4,3,0,4
51611,0,4,4,2,0,5
51612,0,5,3,2,0,5
51613,0,5,4,2,0,5
51614,0,5,5,2,0,5
51615,0,5,6,2,0,5
51616,0,5,6,2,0,3
51617,0,5,6,2,0,2
51618,0,6,6,2,0,3
51619,0,6,5,2,0,3
51620,0,6,5,0,0,3
51621,0,6,5,1,0,3
51622,0,4,5,1,1,5
51623,0,4,5,1,0,4
51624,0,3,6,3,0,4
51625,0,3,5,4,0,3
51626,0,3,4,4,0,3
51627,0,3,4,4,0,3
51628,0,3,4,4,0,3
51629,0,3,3,3,1,3
51630,0,5,3,3,1,3
51631,0,5,3,3,2,4
51632,0,4,4,3,2,4
51633,0,4,5,3,1,4
51634,0,2,5,2,1,4
51635,0,1,6,2,2,5
51636,0,1,5,2,2,5
51637,0,1,5,2,1,6
51638,0,1,4,2,1,6
51639,0,2,4,2,1,7
51640,0,1,5,0,1,7
51641,0,2,5,0,1,5
51642,0,2,5,0,2,5
51643,0,2,5,0,0,4
51644,0,2,5,1,0,2
51645,0,2,4,1,1,2
51646,0,2,4,2,1,2
51647,0,2,3,2,2,3
51648,0,1,3,3,2,3
51649,0,1,3,4,2,4
51650,0,1,2,5,3,4
51651,0,0,1,5,3,4
51652,0,0,2,5,3,2
51653,0,0,2,5,3,2
51654,0,2,2,6,3,2
51655,0,2,2,6,4,2
51656,0,2,1,5,4,2
51657,0,2,1,4,4,2
51658,0,2,1,4,4,2
51659,0,2,1,4,4,3
51660,0,3,1,4,4,5
51661,0,3,1,4,4,3
51662,0,3,0,4,5,3
51663,0,3,0,3,5,4
51664,0,4,1,3,5,4
51665,0,4,1,3,5,2
51666,0,4,1,3,6,1
51667,0,4,1,3,5,1
51668,0,4,1,3,4,3
51669,0,4,2,2,3,3
51670,0,4,3,2,3,3
51671,0,4,3,2,3,3
51672,0,4,2,2,2,2
51673,0,5,3,3,1,3
51674,0,5,4,3,1,4
51675,0,6,4,3,1,3
51676,0,6,4,2,1,3
51677,0,6,4,2,1,5
51678,0,6,4,3,1,4
51679,0,6,3,2,0,4
51680,1,4,3,3,0,4
51681,1,5,2,3,0,3
51682,1,5,2,3,0,3
51683,1,5,1,4,0,5
51684,1,5,1,3,0,5
51685,1,6,0,3,0,4
51686,2,6,1,3,0,5
51687,2,5,1,3,0,3
51688,2,5,1,2,0,3
51689,2,6,2,2,0,2
51690,2,6,2,4,0,1
51691,1,6,2,4,0,3
51692,1,6,2,6,0,2
51693,1,6,2,5,0,3
51694,1,6,2,5,1,4
51695,0,6,2,5,1,3
51696,0,6,2,6,2,4
51697,0,7,2,6,2,5
51698,0,7,3,4,2,4
51699,0,5,2,4,2,4
51700,0,6,3,4,2,3
51701,0,4,3,4,2,1
51702,0,6,3,3,2,1
51703,0,8,3,3,2,1
51704,0,8,3,2,2,0
51705,0,9,3,1,2,1
51706,0,9,3,1,2,1
51707,0,9,2,1,2,1
51708,0,9,2,1,2,2
51709,0,9,3,1,3,1
51710,0,7,2,0,2,2
51711,0,7,2,0,2,2
51712,0,6,2,0,2,3
51713,0,6,2,0,2,3
51714,0,6,2,0,2,3
51715,1,6,3,0,2,2
51716,1,7,2,0,2,1
51717,1,7,2,0,0,1
51718,1,7,2,0,1,1
51719,1,8,3,1,1,2
51720,2,8,2,2,2,2
51721,2,8,2,3,1,2
51722,1,7,2,3,1,2
51723,1,6,4,3,1,3
51724,2,4,4,3,1,3
51725,2,4,4,4,1,3
51726,2,4,4,4,1,4
51727,2,3,4,4,1,3
51728,2,3,4,4,1,3
51729,2,3,3,4,1,3
51730,1,5,2,3,1,2
51731,1,5,2,3,1,2
51732,1,4,3,4,1,2
51733,1,4,2,3,2,2
51734,1,4,2,3,1,2
51735,1,4,2,3,1,2
51736,0,4,3,2,1,3
51737,0,5,2,2,1,3
51738,0,5,2,3,1,3
51739,0,6,1,4,1,4
51740,0,6,1,3,1,4
51741,0,5,1,3,1,3
51742,0,5,1,3,1,3
51743,0,5,1,3,1,1
51744,0,6,1,4,1,1
51745,0,6,2,4,3,2
51746,0,6,1,5,4,3
51747,0,6,1,5,3,2
51748,0,7,1,5,3,2
51749,0,7,1,4,3,2
51750,0,7,1,4,3,2
51751,0,7,1,5,3,1
51752,0,7,2,4,3,2
51753,0,5,3,2,3,2
51754,1,6,4,2,4,1
51755,1,6,4,2,4,1
51756,1,5,4,1,4,1
51757,2,5,4,1,4,2
51758,2,5,4,1,4,2
51759,2,5,5,1,3,1
51760,2,5,4,1,4,2
51761,2,4,4,0,3,2
51762,2,4,4,0,2,2
51763,1,4,3,0,2,2
51764,1,4,2,1,1,2
51765,1,5,2,1,1,2
51766,1,5,3,1,1,1
51767,1,5,3,1,1,1
51768,1,5,2,2,0,1
51769,1,4,2,2,0,2
51770,0,4,1,2,0,2
51771,0,3,1,2,0,2
51772,0,4,1,3,0,3
51773,0,4,1,3,1,3
51774,0,3,1,6,1,3
51775,0,1,0,6,1,2
51776,0,1,0,5,1,2
51777,0,1,0,5,1,2
51778,0,1,0,4,1,1
51779,0,1,0,3,1,1
51780,0,1,0,4,1,2
51781,0,2,0,4,1,3
51782,0,1,0,4,1,2
51783,0,1,0,4,0,2
51784,0,1,0,4,0,2
51785,0,1,0,4,0,2
51786,0,2,0,4,0,3
51787,0,2,0,3,0,2
51788,0,3,0,2,1,3
51789,0,3,1,2,1,3
51790,0,3,1,1,1,2
51791,0,3,2,2,1,1
51792,0,3,2,2,1,1
51793,0,3,4,2,2,1
51794,0,3,4,3,3,1
51795,0,3,3,3,3,1
51796,1,3,3,3,2,1
51797,1,2,3,3,2,1
51798,1,2,3,3,1,3
51799,0,1,4,3,2,2
51800,0,1,4,4,2,2
51801,0,0,3,4,2,2
51802,1,1,3,3,2,3
51803,1,1,3,3,3,2
51804,1,1,3,2,2,3
51805,1,1,2,3,2,3
51806,1,1,2,3,2,3
